ss,right,left
186.0,9.367314636316813,8.902685953878086
186.5,9.36799294903022,8.902007641104708
187.0,9.368685661461544,8.901314928781165
187.5,9.36938568349384,8.90061490674322
188.0,9.370089387339263,8.899911203151275
188.5,9.3707910225641,8.899209567672646
189.0,9.371484455081937,8.898516135139927
189.5,9.372164960829249,8.897835629385465
190.0,9.372829362763536,8.897171227300655
190.5,9.37346861070768,8.896531979792819
191.0,9.374075777631829,8.895924812307726
191.5,9.374649137321386,8.89535145297503
192.0,9.375186456139156,8.894814133930106
192.5,9.375677869676416,8.894322720463139
193.0,9.376114968640568,8.893885621448169
193.5,9.376498688404325,8.89350190180088
194.0,9.376821983141909,8.893178607098607
194.5,9.37707772375406,8.89292286656936
195.0,9.377262204010837,8.892738386197973
195.5,9.377368584371952,8.89263200585375
196.0,9.377391111981943,8.892609478250906
196.5,9.37732658295306,8.892674007522999
197.0,9.377168405206067,8.892832185099788
197.5,9.376910451705848,8.89309013887807
198.0,9.376549042038366,8.893451547914077
198.5,9.37607846172751,8.893922129271425
199.0,9.375492060822975,8.894508529760747
199.5,9.374783810206251,8.895216775495536
200.0,9.373951132794378,8.896049466183271
200.5,9.37298791573466,8.897012673709359
201.0,9.37188583309509,8.898114700796619
201.5,9.370648944857242,8.899351815661639
202.0,9.36925321675495,8.900747300155937
202.5,9.367732010232166,8.902268971644379
203.0,9.366389909580262,8.903612228391323
203.5,9.36538739644971,8.90461330859344
204.0,9.364709993312601,8.905291313739296
204.5,9.364354079282943,8.905646376603238
205.0,9.364312524634666,8.90568657127708
205.5,9.364577854516101,8.905423377529013
206.0,9.365166715707842,8.90483409558979
206.5,9.366113582263935,8.903883908010469
207.0,9.367427653973293,8.902571320767327
207.5,9.368927151394887,8.901074450810198
208.0,9.37040712852516,8.899595078282454
208.5,9.371730732766009,8.898271863892633
209.0,9.372906491380611,8.89709490113249
209.5,9.373955225175953,8.89604430534357
210.0,9.374871669195466,8.8951278259354
210.5,9.37566286834273,8.894336492169085
211.0,9.376334879945258,8.893665008025161
211.5,9.37689057349833,8.893111438876739
212.0,9.37733290493287,8.892668486732461
212.5,9.377667087919303,8.892332357707852
213.0,9.377899336796668,8.89210010885816
213.5,9.378034892502544,8.891964542554039
214.0,9.378076273138907,8.891923482683685
214.5,9.378026245678798,8.891975514479064
215.0,9.377892862503627,8.892110021438716
215.5,9.377679655028752,8.892322528418424
216.0,9.3773888081315,8.892611531492165
216.5,9.377027915814516,8.89297146442757
217.0,9.376601562251494,8.893398007546823
217.5,9.3761103785939,8.893888903402932
218.0,9.375561466026229,8.894438824001526
218.5,9.37496089917426,8.895041293600787
219.0,9.37431034743265,8.895690600982613
219.5,9.373614277952363,8.896384774784826
220.0,9.372878574814106,8.897121052266945
220.5,9.37210850081345,8.89789341146846
221.0,9.371306405113456,8.898694984566218
221.5,9.370477243553308,8.899522318954416
222.0,9.369627440955185,8.900373862049351
222.5,9.368758800251516,8.901243797774818
223.0,9.367877575651171,8.902124672873404
223.5,9.3669920062271,8.903010456010316
224.0,9.366098450300383,8.903902934036738
224.5,9.365202335516946,8.9047971717809
225.0,9.364316288838708,8.905683101373887
225.5,9.363438104924374,8.906561541778917
226.0,9.362568211786316,8.907431346925616
226.5,9.361712453702596,8.908287095557512
227.0,9.360875591941864,8.909123978087335
227.5,9.360058224279978,8.909941340299467
228.0,9.35925869739107,8.910740865811709
228.5,9.358482722580279,8.91151684227271
229.0,9.357734925252966,8.912264639183284
229.5,9.357016895853068,8.912982668779437
230.0,9.356330726577307,8.913668837733933
230.5,9.3556781770156,8.91432138735135
231.0,9.355060484807048,8.914939079634255
231.5,9.354479230542042,8.915520333752477
232.0,9.353939817212265,8.916059747138142
232.5,9.353447635538798,8.916551928648385
233.0,9.352998375851676,8.91700118827137
233.5,9.352594390098714,8.917405174111865
234.0,9.352244297249133,8.917755267109124
234.5,9.351951792488267,8.918047771254459
235.0,9.351713029901482,8.918286534219627
235.5,9.35152642490834,8.918473139132148
236.0,9.351407361001597,8.918592202313807
236.5,9.351353680661337,8.918645883777481
237.0,9.351359336974923,8.91864022702158
237.5,9.35143158421726,8.918567979867827
238.0,9.3515779627154,8.918421601628003
238.5,9.351800767542347,8.918198796766621
239.0,9.352097548133502,8.917902016306758
239.5,9.352470097884355,8.917529466371635
240.0,9.352923254571,8.91707630987358
240.5,9.35346193916402,8.916537625167694
241.0,9.354087395212291,8.915912169155582
241.5,9.354798204406244,8.915201359673597
242.0,9.35559756035365,8.914402004087824
242.5,9.356495928668107,8.913503635042604
243.0,9.357487636347306,8.912511927789469
243.5,9.358572696169336,8.911426868209862
244.0,9.359762697443362,8.91023686681657
244.5,9.361054896149273,8.908944668257877
245.0,9.362449984233159,8.90754958020946
245.5,9.363954710139998,8.90604485425111
246.0,9.365571623162813,8.904427940995529
246.5,9.36728864012098,8.902710924397775
247.0,9.369090321086443,8.900909243319424
247.5,9.370967416307861,8.899032148125546
248.0,9.372903978944585,8.89709558549836
248.5,9.374884577444812,8.89511498695916
249.0,9.376896982307793,8.893102582024976
249.5,9.37892881424174,8.891070750112613
250.0,9.38095925803277,8.889040306212847
250.5,9.382979809071955,8.887019755117889
251.0,9.38497584099456,8.885023723338126
251.5,9.386927958773747,8.883071605820586
252.0,9.388831963834802,8.881167600024678
252.5,9.390662857403981,8.879336705934884
253.0,9.392410557930416,8.877589006256361
253.5,9.39406861557384,8.875930948357944
254.0,9.39561277571877,8.874386788874517
254.5,9.397027878051754,8.87297168592994
255.0,9.398304458778151,8.871695105641258
255.5,9.399429770657457,8.870569793799092
256.0,9.400387053053066,8.869612511203075
256.5,9.401162899236832,8.868836665116627
257.0,9.401747307199097,8.868252257325334
257.5,9.40211498448324,8.867884579134127
258.0,9.402263528239983,8.867736034566253
258.5,9.402174505801517,8.867825057786051
259.0,9.401828969973707,8.868170594400826
259.5,9.401223840785056,8.8687757235316
260.0,9.400332271173237,8.869667293236489
260.5,9.39914673424004,8.8708528302041
261.0,9.397652129518054,8.872347435151871
261.5,9.395836733839635,8.874162830356724
262.0,9.393682126622299,8.876317437409279
262.5,9.3911730047855,8.87882655961114
263.0,9.388301604681335,8.8816979596768
263.5,9.38505179983755,8.88494776458926
264.0,9.38140637245335,8.888593192050152
264.5,9.37735232156221,8.892647242879601
265.0,9.372876241675456,8.897123322766713
265.5,9.367964016700856,8.902035547719262
266.0,9.362604287377385,8.907395277293972
266.5,9.356839032392305,8.91316053186445
267.0,9.350807604697321,8.91919195979676
267.5,9.344656777475938,8.925342786981396
268.0,9.338531613425051,8.931467951012674
268.5,9.33257522025386,8.937424344260767
269.0,9.326936698988723,8.943062864910129
269.5,9.321754569736633,8.948244994274882
270.0,9.317176762757438,8.95282280198746
270.5,9.313352366396932,8.956647197554874
271.0,9.310423958356399,8.959575606100335
271.5,9.308524939225762,8.96147462291985
272.0,9.307815906375179,8.96218365820295
272.5,9.308438535141883,8.961561028129912
273.0,9.310535924846207,8.959463642124206
273.5,9.314251370450293,8.955748194235648
274.0,9.31973315297963,8.95026638479669
274.5,9.327123805607016,8.94287591929792
275.0,9.336568401303927,8.93342992294909
275.5,9.348231853748556,8.921774921184483
276.0,9.362058774531361,8.907909418493217
276.5,9.375491375578775,8.894513481782251
277.0,9.386493487164387,8.883506295051703
277.5,9.395326264375054,8.874672828355378
278.0,9.402164205025207,8.867837100026009
278.5,9.407123821902875,8.862872337882077
279.0,9.410396150537872,8.859604610643053
279.5,9.412088007552347,8.85791595179207
280.0,9.412392431836283,8.857614299713243
280.5,9.411429303315153,8.858572765103021
281.0,9.409378190952804,8.860619688140826
281.5,9.406368393532542,8.86362808867673
282.0,9.402569344275754,8.867437603771972
282.5,9.398103313625755,8.871890072738339
283.0,9.393154592090337,8.876845173418186
283.5,9.387848713052104,8.882158858953227
284.0,9.382336178667826,8.887664922185678
284.5,9.376765176605474,8.893236252411906
285.0,9.371282837383365,8.898717959572837
285.5,9.366035901474767,8.903962349980256
286.0,9.361140710642937,8.908857474602032
286.5,9.356755730409043,8.913241342198557
287.0,9.352884272216299,8.917117623125566
287.5,9.349485981645328,8.92051115610589
288.0,9.346544843505466,8.923458256981087
288.5,9.344028405478785,8.92597196780801
289.0,9.341897458966958,8.928098609553771
289.5,9.340154091235721,8.929847669645644
290.0,9.338734171584182,8.931266698649415
290.5,9.337643649237691,8.932359959288288
291.0,9.336838220142665,8.933163026310483
291.5,9.336301901159409,8.933698303352164
292.0,9.336011410113809,8.933987356554814
292.5,9.335926110642019,8.934071919383152
293.0,9.336054291694772,8.933948347310565
293.5,9.336357828321113,8.933647714363387
294.0,9.336824397049377,8.933182176214883
294.5,9.337416873772366,8.932584293676715
295.0,9.338139081478074,8.931861437858457
295.5,9.338958363016461,8.931042900079651
296.0,9.339860121252459,8.930137344439416
