steps,X,Y,yaw,vx,vy,yawdot,progress,error,cmd_throttle,cmd_steer,cmd_brake,next_left_lane_point_x,next_left_lane_point_y,next_right_lane_point_x,next_right_lane_point_y,last_ts,mpc_time
74,157.1560516357422,-93.4984359741211,0.8856283615514525,6.730911748718429,0.3855749001631188,0.2882014241182512,919.2549871661016,-1.5025954101065415,1.0,0.12902489304542542,0.0,165.99319458007812,-99.15788269042969,150.9877471923828,-88.73533630371094,0.01663913019001484,-1
75,157.22227478027344,-93.40926361083984,0.8904576047141477,6.854170038422463,0.39578491250851044,0.29653387497101175,919.3677386776483,-1.4979358780513867,1.0,0.12771955132484436,0.0,166.05674743652344,-99.06636810302734,151.04876708984375,-88.6474838256836,0.016285637393593788,-1
76,157.28790283203125,-93.32001495361328,0.8953301242445566,6.976793573258572,0.4034765102785074,0.3054376465242178,919.4802302252297,-1.4936901031348804,1.0,0.12537702918052673,0.0,166.1201171875,-98.97506713867188,151.10958862304688,-88.5598373413086,0.01595258340239525,-1
77,157.36105346679688,-93.21944427490234,0.9007892715840828,7.108653609605562,0.4090581810417149,0.31057443604460294,919.6065543228527,-1.4894247583586075,1.0,0.12124630808830261,0.0,166.1912384033203,-98.87255859375,151.17787170410156,-88.46142578125,0.017577581107616425,-1
78,157.4257354736328,-93.12972259521484,0.9055898857650596,7.218913877602597,0.4073260799706069,0.3119389135037238,919.7189408067164,-1.4859675162864152,1.0,0.11708450317382812,0.0,166.25445556640625,-98.7813491821289,151.23855590820312,-88.37387084960938,0.015389597043395042,-1
79,157.50010681152344,-93.02561950683594,0.9110423086228334,7.360830675927527,0.4049795749846976,0.31218369485737824,919.8489783672072,-1.4823641036317867,1.0,0.11100412905216217,0.0,166.32757568359375,-98.6758041381836,151.30874633789062,-88.27254486083984,0.01746543124318123,-1
80,157.57093811035156,-92.92571258544922,0.9161284136726667,7.484955356764236,0.3972750781192036,0.3094589087190809,919.9734898366188,-1.4791993162658674,1.0,0.10450894385576248,0.0,166.3975372314453,-98.57476806640625,151.37591552734375,-88.17555236816406,0.016435477882623672,-1
81,157.6487579345703,-92.81515502929688,0.921531301734165,7.621879419888251,0.3857337696587413,0.30316295382786346,920.1109841966135,-1.4759848033251568,1.0,0.09665453433990479,0.0,166.47474670410156,-98.46322631835938,151.4500274658203,-88.0684814453125,0.01782172918319702,-1
82,157.7162628173828,-92.71865844726562,0.9260338416101347,7.73776726108197,0.37085519491333896,0.29458730665209626,920.2307773065414,-1.4733714680657948,1.0,0.08913319557905197,0.0,166.54196166992188,-98.36601257324219,151.51455688476562,-87.97515106201172,0.015284229069948196,-1
83,157.79129028320312,-92.61088562011719,0.9307793283565469,7.874927432463602,0.3523587218930473,0.28336046737821163,920.3643896659519,-1.4705856357735623,1.0,0.08042874932289124,0.0,166.61692810058594,-98.2575912475586,151.58651733398438,-87.8710708618164,0.01674717292189598,-1
84,157.8688201904297,-92.4990234375,0.9353779417688413,8.010649151490192,0.3304165840667017,0.26949579704858,920.5029079355843,-1.4677884705406916,1.0,0.07119418680667877,0.0,166.69456481933594,-98.14522552490234,151.66104125976562,-87.76319885253906,0.017063766717910767,-1
85,157.94703674316406,-92.38581848144531,0.9396704248138309,8.143197446543113,0.3056313499190981,0.2530200377566654,920.6429812475405,-1.4649602155524037,1.0,0.06168350949883461,0.0,166.7730255126953,-98.03156280517578,151.73638916015625,-87.65408325195312,0.016964992508292198,-1
86,158.02452087402344,-92.27336883544922,0.9435583736892376,8.270567331201221,0.27884418383008613,0.23456250079212307,920.7820309842443,-1.4621249853916531,1.0,0.052078727632761,0.0,166.85084533691406,-97.91876983642578,151.8110809326172,-87.5457992553711,0.016575321555137634,-1
87,158.107177734375,-92.15326690673828,0.9472727510405984,8.402578345337387,0.24878337232930736,0.21324184716573932,920.9305218783525,-1.4589568373700907,1.0,0.04223247244954109,0.0,166.9339141845703,-97.79830932617188,151.8908233642578,-87.43016815185547,0.01741861365735531,-1
88,158.60337829589844,-91.42693328857422,0.9634801502235754,9.10590868283973,0.1614128748098116,0.11237206813446679,921.8271530055508,-1.437849524891784,1.0,-0.02646387182176113,0.0,167.43417358398438,-97.07093811035156,152.37107849121094,-86.73189544677734,0.14422978460788727,-1
89,158.68646240234375,-91.30490112304688,0.9652479565551699,9.214139250925905,0.09691636281680616,0.11000721039769024,921.9777504275119,-1.4336755226243358,1.0,-0.04137418791651726,0.0,167.51800537109375,-96.94879913330078,152.45155334472656,-86.6146469116211,0.016069913282990456,-1
90,158.77381896972656,-91.177978515625,0.9660350538153428,9.32840432351255,0.022810395561926988,0.04750521503351627,922.1349278139675,-1.4282685750158683,1.0,-0.056924138218164444,0.0,167.60545349121094,-96.82127380371094,152.53549194335938,-86.49222564697266,0.01656864956021309,-1
91,158.86074829101562,-91.05311584472656,0.9658681401940221,9.437083358963195,-0.04424398514396888,-0.01032276403298258,922.2901189053971,-1.4218396632118535,1.0,-0.07092966884374619,0.0,167.69174194335938,-96.69529724121094,152.6183319091797,-86.37128448486328,0.0161694698035717,-1
92,158.98377990722656,-90.8787612915039,0.9642310950719505,9.585470959058863,-0.12475501791840049,-0.07315472035549728,922.5077525198725,-1.4110089449532262,1.0,-0.08480238169431686,0.0,167.81272888183594,-96.51858520507812,152.73448181152344,-86.20164489746094,0.022377846762537956,-1
93,159.08387756347656,-90.73904418945312,0.9618175387550388,9.70195718211229,-0.18129735023351934,-0.1358322177259754,922.6829833091003,-1.4006577020091853,1.0,-0.09541494399309158,0.0,167.91009521484375,-96.376220703125,152.82794189453125,-86.06498718261719,0.017768658697605133,-1
94,159.1779022216797,-90.60948944091797,0.9588260099025528,9.808263318144126,-0.22797749171635218,-0.18283536878129752,922.8461499398888,-1.3897147948718596,1.0,-0.10471212863922119,0.0,168.00071716308594,-96.24364471435547,152.91494750976562,-85.93770599365234,0.016361871734261513,-1
95,159.75704956054688,-89.84060668945312,0.9328644503320245,10.432418609368682,-0.3255749085818014,-0.27368690407902474,923.8256811449302,-1.3001692188608502,1.0,-0.10095496475696564,0.0,168.5443572998047,-95.44602966308594,153.43682861328125,-85.17201232910156,0.09485861100256443,-1
96,160.3853302001953,-89.05760192871094,0.8994258662640168,11.041191342990818,-0.3342171180241902,-0.3585179732176997,924.6139110902262,-1.1852033177813572,1.0,-0.0678463950753212,0.0,169.1085968017578,-94.61437225341797,153.97848510742188,-84.3736343383789,0.09326891973614693,-1
97,161.0823211669922,-88.2425765991211,0.863120189545457,11.656416251272912,-0.2705862014743925,-0.38505852204978946,924.6139125082169,-1.1764733957124054,1.0,-0.02158164232969284,0.0,169.70767211914062,-93.72704315185547,154.5535888671875,-83.52181243896484,0.0942861270159483,-1
98,161.8308868408203,-87.41032409667969,0.8329492375559494,12.269070932898199,-0.1322566402539751,-0.3231340833649283,0.5528247918023326,-0.9683378708441015,1.0,0.036272577941417694,0.0,170.32894897460938,-92.80204010009766,155.15000915527344,-82.63381958007812,0.09336976055055857,-1
99,162.63633728027344,-86.539794921875,0.8158101314656081,12.881882505698691,0.0346698641360037,-0.1821260432803893,1.6826986174672318,-0.8555999477169558,1.0,0.09926099330186844,0.0,171.13351440429688,-91.59684753417969,155.92237854003906,-81.47685241699219,0.0941057400777936,-1
100,163.6123504638672,-85.48162841796875,0.8196820347954471,13.575376660394138,0.189682104192201,0.03565174142972965,3.065283638162411,-0.7027587569427318,1.0,0.11828265339136124,0.0,171.9204864501953,-90.40997314453125,156.67787170410156,-80.33747863769531,0.10860348399728537,-1
101,164.466552734375,-84.51823425292969,0.8454756154802188,14.140338619038642,0.3016326827353444,0.2780840695942173,4.31375581863485,-0.5746330453795361,1.0,0.09936045110225677,0.0,172.6234588623047,-89.34298706054688,157.35269165039062,-79.31317901611328,0.09275461453944445,-1
