steps,X,Y,yaw,vx,vy,progress,error,cmd_throttle,cmd_steer,cmd_brake,next_left_lane_point_x,next_left_lane_point_y,next_right_lane_point_x,next_right_lane_point_y,delta,alpha,kappa,lookahead,target_vel
1412,32.08090591430664,6.988856792449951,-1.7155756173476373,9.651560775710363,0.24093290814069546,373.59427769838356,0.258819610617635,0.432407021522522,0.07959306240081787,0.0,24.330148696899414,8.823756217956543,38.371253967285156,4.241143703460693,0.061772089502004086,0.032331824027344185,0.07779899734584317,None,10.106249439312641
1413,32.058712005615234,6.812613487243652,-1.7107170794129511,9.662789490111127,0.24159046356707026,373.7680893872782,0.25381879565543064,0.5139169096946716,0.07983721047639847,0.0,24.28582000732422,8.686376571655273,38.35711669921875,4.197325229644775,0.06214545537851297,0.03252781708132649,0.07753946229837469,None,10.123148800579834
1414,32.038429260253906,6.64512300491333,-1.706102620192171,9.674407178604305,0.24242094662082891,373.9331306102126,0.24909025241178814,0.552871584892273,0.07971762865781784,0.0,24.200698852539062,8.413359642028809,38.32996368408203,4.110249996185303,0.06253457348443393,0.03273209006471984,0.07722911694933211,None,10.143468353578712
1415,32.01496505737305,6.442663192749023,-1.700539676149159,9.701045990575727,0.24708550234202442,374.1324531389093,0.243403390192494,0.5461044311523438,0.080954410135746,0.0,24.102781295776367,8.082422256469727,38.298736572265625,4.004700660705566,0.0630973765376253,0.03302756143374087,0.07671355417921509,None,10.17749648308705
1416,31.996450424194336,6.2741618156433105,-1.6958948568919516,9.723237151872562,0.2528961342814673,374.29818092487915,0.23855975786978345,0.6413016319274902,0.08038309216499329,0.0,24.02545738220215,7.806356430053711,38.27407455444336,3.916654109954834,0.06361146987446051,0.0332974811020437,0.07614976831697108,None,10.215102292623776
1417,31.977956771850586,6.097636699676514,-1.6910226036776517,9.743438809991781,0.25517212188529803,374.47166725119916,0.23346105142609525,0.75453120470047,0.08100511133670807,0.0,23.948488235473633,7.516544818878174,38.24952697753906,3.82422137260437,0.06423335500436597,0.033624022681113266,0.07549162008846447,None,10.259534123827317
1418,31.960153579711914,5.919364929199219,-1.6860970872415502,9.762792946794251,0.25583329504155616,374.6467253845657,0.2283489393276297,0.8614851236343384,0.08150139451026917,0.0,23.87494468688965,7.223271369934082,38.22606658935547,3.730682134628296,0.06497183900708463,0.03401182701074056,0.07474566392197585,None,10.310601721172139
1419,31.943546295166016,5.744518280029297,-1.6812566588022766,9.786731391514007,0.25604435683732074,374.8182901402258,0.22336917190306413,0.9629385471343994,0.08196549117565155,0.0,23.83647346496582,7.062510013580322,38.213802337646484,3.6794087886810303,0.06581726375832544,0.034455841814273386,0.07385507380062205,None,10.372581237936245
1420,31.927518844604492,5.566458702087402,-1.6763207560379239,9.81996560174662,0.25689760592634403,374.99287612699277,0.21831599370259475,0.9976903796195984,0.08279866725206375,0.0,23.76856803894043,6.7645440101623535,38.192138671875,3.584376811981201,0.06682969104590326,0.03498764002353874,0.07285443404465872,None,10.443570882492242
1421,31.91111183166504,5.372812271118164,-1.670938640632928,9.862888457706243,0.25808845912021894,375.1825974365156,0.2128307106713799,1.0,0.08424478024244308,0.0,23.6995849609375,6.439855098724365,38.170143127441406,3.4808189868927,0.06811796237935272,0.03566444966597447,0.07165065497144858,None,10.53093496575793
1422,31.896827697753906,5.193390846252441,-1.6659168509234203,9.91440476226513,0.26028268753698747,375.358251498369,0.2077910365051848,1.0,0.08489847183227539,0.0,23.640172958374023,6.138466835021973,38.15119171142578,3.384695053100586,0.06946924300100657,0.03637450750005947,0.07035960301493568,None,10.62711359690018
1423,31.883529663085938,5.014675617218018,-1.6608974580588933,9.982025061669978,0.2646808812873225,375.5330883720505,0.20275922587292078,1.0,0.08619032800197601,0.0,23.585311889648438,5.837831497192383,38.13369369506836,3.2888083457946777,0.07102055895914292,0.037189865427135954,0.06893901153342245,None,10.736049052196268
1424,31.870868682861328,4.830930709838867,-1.6557016307721488,10.061313578363151,0.2704753192866661,375.7127136063117,0.1975291864791239,1.0,0.08792781829833984,0.0,23.53339385986328,5.5283613204956055,38.11713409423828,3.1901071071624756,0.0728213194070656,0.03813658623274916,0.0673728232552578,None,10.860120391503035
1425,31.85837173461914,4.632490634918213,-1.6500296302824982,10.152524091301716,0.2768689662885816,375.9065570846434,0.19179078144418685,1.0,0.09031887352466583,0.0,23.49796485900879,5.299566745758057,38.1058349609375,3.1171374320983887,0.07499092756021784,0.039277599284182674,0.06549915481941453,None,11.01435741299358
1426,31.84853744506836,4.461742877960205,-1.645069359594171,10.238331897742427,0.2831517861610344,376.0732365622273,0.18683679742959097,1.0,0.09130962938070297,0.0,23.456485748291016,5.008439540863037,38.09260559082031,3.024285316467285,0.07701380581770367,0.040341827008934725,0.06377779467510007,None,11.162006320971885
1427,31.838947296142578,4.277515411376953,-1.6396353125479188,10.336709501414525,0.2897003689971046,376.25295586457673,0.1814070953099225,1.0,0.09388506412506104,0.0,23.41619873046875,4.694005012512207,38.07975769042969,2.9239978790283203,0.0793850046269563,0.041589786733554186,0.06183256396574476,None,11.336223127366294
1428,31.8308162689209,4.102845191955566,-1.634378099398048,10.43096828035452,0.29604447446046916,376.42324359147295,0.17619416598023058,1.0,0.09581098705530167,0.0,23.382274627685547,4.395623683929443,38.068939208984375,2.828831195831299,0.08178835061475251,0.042855212262907595,0.05998360302681949,None,11.509613464946183
1429,31.823081970214844,3.9129557609558105,-1.6285472413493738,10.534261719041673,0.30248146608062576,376.6082468026163,0.1704127893072134,1.0,0.09890221059322357,0.0,23.35011100769043,4.07103967666626,38.058677673339844,2.725309371948242,0.0846001967206705,0.04433644544576914,0.05796905941000696,None,11.70789681683089
1430,31.81656265258789,3.725275993347168,-1.622654065331192,10.636679714739179,0.30926922071666496,376.79096646832505,0.16460852001300585,1.0,0.10161039978265762,0.0,23.323272705078125,3.7517075538635254,38.05011749267578,2.623460292816162,0.08757570562435088,0.045904769562020116,0.05597460104872481,None,11.914656048670313
1431,31.811124801635742,3.534693479537964,-1.6165290611401189,10.740900076608057,0.31590547213822673,376.97640688824595,0.15862537593553325,1.0,0.10470252484083176,0.0,23.306419372558594,3.514616012573242,38.04474639892578,2.5478410720825195,0.09078810919855539,0.047599003624413556,0.05394592865378881,None,12.13661781986239
