steps,X,Y,yaw,vx,vy,dt,progress,error,cmd_throttle,cmd_steer
1519,196.53382873535156,47.1066780090332,-2.116462321501701,6.119214301754605,-0.3593510195093135,0.01809002086520195,132.84406678860367,-0.5820307392986539,-0.4351784288883209,-0.13019348680973053
1520,196.4715118408203,47.01422119140625,-2.1215540191898237,6.139298698913002,-0.3616903296852021,0.01816149428486824,132.9518723748172,-0.5848170540791794,-0.4301674962043762,-0.1308949887752533
1521,196.40565490722656,46.917659759521484,-2.1269105682483542,6.154380337013931,-0.36311720976884887,0.018983736634254456,133.0649056087894,-0.5877512382353546,-0.42498451471328735,-0.13222116231918335
1522,196.34298706054688,46.82675552368164,-2.132020774906053,6.178888592559111,-0.366669752261084,0.01788243278861046,133.17170107726187,-0.5905889714567687,-0.4196315407752991,-0.13230645656585693
1523,196.27256774902344,46.72586441040039,-2.1377171433196778,6.18607904658977,-0.36682020370183466,0.01986863650381565,133.29072934425992,-0.593749849796269,-0.4141107499599457,-0.13455435633659363
1524,196.21128845214844,46.63902282714844,-2.1427111029957944,6.220974701874615,-0.37264603801641716,0.017117295414209366,133.39356894091992,-0.5965417562809808,-0.4084242880344391,-0.13326787948608398
1525,196.14683532714844,46.54879379272461,-2.1479033350150676,6.236458280332579,-0.37437468958678766,0.017771273851394653,133.50087697327325,-0.599417944290286,-0.40257444977760315,-0.1342645287513733
1526,196.08204650878906,46.45905685424805,-2.1531170054811155,6.256449304659906,-0.37670219959515716,0.017696382477879524,133.60800277352595,-0.6023475187262299,-0.3965636193752289,-0.13511738181114197
1527,196.0188751220703,46.37254333496094,-2.158191525780207,6.277731206103693,-0.3796446003700944,0.017068754881620407,133.71169866225532,-0.6051983058191259,-0.3903941512107849,-0.1352936029434204
1528,195.9453887939453,46.27309799194336,-2.164030905944369,6.282547550919147,-0.3793193923459999,0.01965911313891411,133.83141131136307,-0.6085111393330666,-0.3840685486793518,-0.1382663995027542
1529,195.87905883789062,46.184349060058594,-2.169344045477132,6.3053138532763,-0.38399366781919575,0.017590073868632317,133.9386921249768,-0.6115431087612564,-0.37758931517601013,-0.13746847212314606
1530,195.8069610595703,46.089111328125,-2.175085421313179,6.309759437400638,-0.3845817360403361,0.018909277394413948,134.0543660312977,-0.6147844240784913,-0.3709590435028076,-0.13916346430778503
1531,195.73536682128906,45.995574951171875,-2.1807924423711644,6.3205201518013325,-0.3868023542841441,0.01863761804997921,134.1684439587608,-0.6180785596171697,-0.36418038606643677,-0.14008638262748718
1532,195.6615447998047,45.90033721923828,-2.1866753652191497,6.324750556438998,-0.3882430695367405,0.01904025487601757,134.2851553023564,-0.6214607804620461,-0.35725605487823486,-0.14120325446128845
1533,195.5885467529297,45.80729293823242,-2.192491842197937,6.33337382591567,-0.390735713690753,0.018669497221708298,134.39970934360213,-0.6248266419733189,-0.35018885135650635,-0.14179463684558868
1534,195.51510620117188,45.7148323059082,-2.1983421413225686,6.33971742190419,-0.3927762426677952,0.018619535490870476,134.51409291984032,-0.6282132329909105,-0.34298157691955566,-0.14257560670375824
1535,195.44422912597656,45.626708984375,-2.2039860454627194,6.351239205735432,-0.39584818073222827,0.017806068062782288,134.62365044318335,-0.631458070959786,-0.33563709259033203,-0.14251580834388733
1536,195.37350463867188,45.539817810058594,-2.2095979916697885,6.360639746643573,-0.39804837355431255,0.017607755959033966,134.73219149946038,-0.634690153752172,-0.3281583786010742,-0.14309844374656677
1537,195.30714416503906,45.45918655395508,-2.2148560037679865,6.377052613958615,-0.40153343065814395,0.016381684690713882,134.8333636503942,-0.6377398546281872,-0.3205483853816986,-0.14279647171497345
1538,195.23635864257812,45.37424087524414,-2.2204080288505295,6.384434668424148,-0.40314157781869353,0.01730508729815483,134.9404927217163,-0.6409326289115992,-0.3128102123737335,-0.14415039122104645
1539,195.16163635253906,45.285560607910156,-2.226254599549635,6.386377579927049,-0.40404102628536886,0.018145475536584854,135.05284345795366,-0.6443566531343443,-0.3049468994140625,-0.14599144458770752
1540,195.07528686523438,45.18437957763672,-2.233210643158867,6.421168072897297,-0.41255747836786005,0.02073751762509346,135.1817138288721,-0.6483464905490025,-0.29696160554885864,-0.1496184915304184
1541,194.99407958984375,45.09078598022461,-2.239675599863089,6.417828708217778,-0.41544054913314943,0.019259635359048843,135.301763484279,-0.6519182023402009,-0.28885751962661743,-0.14824220538139343
1542,194.91159057617188,44.99689483642578,-2.246131901293768,6.403983502677241,-0.41231365773180517,0.01948382519185543,135.42283948866344,-0.6556012846484732,-0.2806379199028015,-0.149535670876503
1543,194.8314208984375,44.90678024291992,-2.2524222877885354,6.396623286821621,-0.4121881036830821,0.018824990838766098,135.53967675362574,-0.6592229044800435,-0.27230605483055115,-0.14995267987251282
1544,194.7540740966797,44.82090377807617,-2.2584812455845746,6.392219413178013,-0.4132518742936946,0.01805642619729042,135.65162057397166,-0.6627424050372867,-0.26386526226997375,-0.1501459777355194
1545,194.67921447753906,44.738807678222656,-2.2643295473383884,6.390279665360577,-0.4149078341154939,0.01736307702958584,135.75922227286458,-0.6661459008041681,-0.25531893968582153,-0.15024666488170624
1546,194.60528564453125,44.658714294433594,-2.2700843721379407,6.388527597526734,-0.4165219986630766,0.0170375257730484,135.8647731735981,-0.6694952494968243,-0.24667049944400787,-0.15064579248428345
1547,194.5297393798828,44.57782745361328,-2.2759478539099685,6.384025820845729,-0.41752138967579056,0.01730990782380104,135.97193805065447,-0.6729301258800728,-0.23792338371276855,-0.15176041424274445
1548,194.4539794921875,44.497703552246094,-2.28181293357865,6.378420781394875,-0.4190300013921515,0.01726040430366993,136.07869223143342,-0.6763641503990143,-0.22908110916614532,-0.15244294703006744
